n_samples,n_baseline_features,n_enhanced_features,n_pathways,baseline_mean_test_r2,enhanced_mean_test_r2,enhanced_pathways_mean_test_r2,ensemble_mean_test_r2
14383,111,62,6,0.3665288117621411,0.36480409089179267,0.36480409089179267,0.33227767915495
